AIRLINE NAME;CARRIER TYPE;PASSENGERS TO INDIA;PASSENGERS FROM INDIA;FREIGHT TO INDIA;FREIGHT FROM INDIA;DAY
ARIANA AFGHAN;FOREIGN;2347;2515;575;776;12/11/2011
ASIANA AIRLINES;FOREIGN;5197;7038;1284;567;09/01/2014
AUSTRIAN AIRLINES;FOREIGN;0;0;0;0;10/07/2015
BANGKOK AIRWAYS;FOREIGN;3411;3605;450;1;22/10/2011
BHUTAN AIRLINES;FOREIGN;1546;1571;0;0;16/06/2011
BIMAN BANGLADESH;FOREIGN;3593;4029;1;0;28/07/2017
BRITISH AIRWAYS;FOREIGN;35972;46690;18389;31715;21/09/2011
BRUSSELS AIRLINES;FOREIGN;465;237;88;22;02/12/2015
BUDDHA AIR;FOREIGN;70;72;0;0;27/01/2014
CARGOLUX AIRLINES INTERNATIONAL S.A.;FOREIGN;0;0;2809;0;27/09/2017
CATHAY PACIFIC;FOREIGN;27854;33477;75624;45840;21/10/2014
CHINA AIRLINES LTD;FOREIGN;2547;3317;1987;2382;12/11/2015
CHINA EASTERN AIRLINES;FOREIGN;8880;11363;3347;2257;22/03/2014
CHINA SOUTHERN ;FOREIGN;10389;12998;4292;559;29/09/2017
DRAGON AIR;FOREIGN;7628;8949;50;119;22/04/2012
DRUK AIR;FOREIGN;3907;3638;1;66;13/01/2012
EGYPT AIR;FOREIGN;1396;1719;15;451;22/10/2014
EL-AL-ISRAEL;FOREIGN;2164;2793;812;1678;17/06/2015
EMIRATES AIRLINE;FOREIGN;193750;233629;58147;141947;21/12/2012
ETHIOPIAN AIRLINES;FOREIGN;3398;4032;79;315;09/05/2017
ETIHAD AIRLINES;FOREIGN;107393;122014;16271;25633;23/09/2011
EVA AIRWAYS;FOREIGN;0;0;0;0;20/08/2015
FEDERAL EXPRESS;FOREIGN;0;0;11746;25520;07/09/2015
FINN AIR;FOREIGN;3980;6032;1891;3145;31/12/2015
FLY DUBAI;FOREIGN;21560;21960;104;2347;09/08/2014
GARUDA INDONESIA;FOREIGN;1279;1261;8;350;04/07/2015
GULF AIR;FOREIGN;36158;35666;814;7713;26/02/2010
IRAN AIR;FOREIGN;1006;772;5;8;10/06/2015
IRAQI AIRWAYS;FOREIGN;1967;1932;0;0;28/02/2011
ISLAND AVIATION SERVICES;FOREIGN;5175;5607;47;864;03/06/2011
JAPAN AIRLINES;FOREIGN;4060;5341;4630;2960;08/09/2017
KALITTA AIR;FOREIGN;0;0;14335;12959;17/06/2017
KAM AIR;FOREIGN;5255;5537;0;1500;09/12/2017
KENYA AIRWAYS;FOREIGN;6772;7990;160;51;15/10/2016
KLM AIRLINES;FOREIGN;8393;10759;2555;3846;30/08/2010
KOREAN AIR;FOREIGN;5050;5809;2522;1639;21/11/2017
KUWAIT AIRWAYS;FOREIGN;25082;28728;3563;14049;19/02/2014
LUFTHANSA;FOREIGN;43394;60163;45231;39501;05/10/2016
MAHAN AIR;FOREIGN;5120;4268;103;1283;20/07/2015
MALAYSIA AIRLINES;FOREIGN;33919;34035;14322;13062;16/12/2016
MALINDO AIRWAYS;FOREIGN;28679;31602;250;1663;27/01/2018
MEGA MALDIVES AIRLINES;FOREIGN;783;1422;40;23;07/11/2013
MIHIN LANKA;FOREIGN;0;0;0;0;03/10/2011
MYANMAR AIRLINES;FOREIGN;2881;3652;0;0;15/03/2012
NEPAL AIRLINES CORPORATION;FOREIGN;8233;7914;0;21;15/08/2016
NOVO AIR;FOREIGN;1279;1307;0;0;06/06/2014
OMAN AIR;FOREIGN;76449;81312;1191;14325;12/04/2014
PAK INTERNATIONAL;FOREIGN;752;1283;23;251;28/07/2016
QATAR AIRWAYS;FOREIGN;81047;87028;59480;101447;02/02/2018
REGENT AIRWAYS;FOREIGN;10110;10234;0;98;07/11/2015
ROSSIYA AIRLINES;FOREIGN;7983;8797;0;0;13/06/2016
SAFI AIRWAYS;FOREIGN;3206;3273;148;611;10/12/2010
SAUDIA;FOREIGN;55807;63633;2653;30329;25/05/2017
SCAT AIRLINES;FOREIGN;876;1266;0;0;10/07/2017
SCOOT PTE LTD.;FOREIGN;10564;10396;2687;4637;20/10/2016
SHANDONG AIRLINES;FOREIGN;1719;2434;0;0;15/02/2010
SILK AIR;FOREIGN;14348;17659;825;2318;01/09/2016
SINGAPORE AIRLINES;FOREIGN;43787;50232;33308;31299;07/04/2011
SRILNKAN AIRWAYS;FOREIGN;52197;54815;7384;15285;25/05/2016
SWISS AIR;FOREIGN;8441;13636;9455;10488;10/01/2015
TAJIK AIR;FOREIGN;291;347;0;133;02/08/2017
THAI AIR ASIA;FOREIGN;14715;14983;986;730;31/08/2011
THAI AIRWAYS;FOREIGN;55187;60588;27472;21647;29/09/2011
THAI SMILE AIRWAYS;FOREIGN;4807;5733;0;0;03/01/2014
THOMAS COOK AIRLINES U.K.;FOREIGN;0;0;0;0;23/03/2015
TIGER AIRWAYS;FOREIGN;19357;18112;900;2382;06/08/2014
TRANSAERO AIRLINES;FOREIGN;0;0;0;0;17/12/2014
TURKISH AIRLINES;FOREIGN;16293;22284;8930;11048;30/03/2011
TURKMENISTAN AIRLINES;FOREIGN;4478;4702;0;112;24/01/2016
UNITED AIRLINES;FOREIGN;14466;11864;2361;4009;15/06/2015
UNITED AIRLINES BANGLADESH LTD.;FOREIGN;0;0;0;0;20/01/2016
UNITED PARCEL SERVICES;FOREIGN;0;0;6468;4331;03/12/2010
US BANGLA AIRLINES;FOREIGN;4597;4595;0;0;27/02/2015
UZBEKISTAN AIRWAYS;FOREIGN;4311;5048;3863;4949;21/04/2015
VIRGIN ATLANTIC AIRLINES;FOREIGN;7131;7810;2367;5138;29/06/2017
YEMENIA AIRWAYS;FOREIGN;622;715;0;63;17/06/2017
